CIN,State,Sector,Capital,Cap_share,Lab_share,Labor,Debt,Productivity
U24156DE2024PTC929471,Delhi,Agriculture,3.0427871805276245,0.435341779957907,0.564658220042093,60,2.235438511871575,1.0
U26239TA2024PTC113014,Tamil Nadu,Services,0.5837854098290505,0.4504727735548856,0.5495272264451143,11,1.0747253008270625,1.0
U60105UT2024PTC582070,Uttar Pradesh,Services,0.6796478143783151,0.4504727735548856,0.5495272264451143,13,0.8072987955227504,1.0
U15917MA2024PTC599781,Maharashtra,Services,1.4644484733553065,0.4504727735548856,0.5495272264451143,29,0.5928590488904241,1.0
U25350UT2024PTC830182,Uttar Pradesh,Agriculture,0.8220196858267543,0.435341779957907,0.564658220042093,16,0.4534724087650693,1.0
U15742GU2024PTC595773,Gujarat,Manufacturing,2.3635890080474655,0.6345177380166837,0.3654822619833164,47,5.923636194424743,1.0
U77375MA2024PTC314943,Madhya Pradesh,Manufacturing,0.9272987366055621,0.6345177380166837,0.3654822619833164,18,0.5331885339653123,1.0
U90197HA2024PTC469698,Haryana,Services,0.6190721172884297,0.4504727735548856,0.5495272264451143,12,0.6015364419911196,1.0
U21743TE2024PTC381035,Telangana,Services,1.2290449669105268,0.4504727735548856,0.5495272264451143,24,0.9917749890876391,1.0
U38483AN2024PTC917567,Andhra Pradesh,Services,0.6253590513044442,0.4504727735548856,0.5495272264451143,12,0.15997459445704743,1.0
U74058TA2024PTC981525,Tamil Nadu,Agriculture,2.1106333880007626,0.435341779957907,0.564658220042093,42,4.9437636705974475,1.0
U21682TA2024PTC374942,Tamil Nadu,Services,1.5113788703170852,0.4504727735548856,0.5495272264451143,30,0.6089956629855184,1.0
U53919MA2024PTC900630,Maharashtra,Services,0.8064825560372852,0.4504727735548856,0.5495272264451143,16,0.6480703300669575,1.0
U65502TA2024PTC656392,Tamil Nadu,Services,0.7640936417356328,0.4504727735548856,0.5495272264451143,15,0.3794086864714452,1.0
U17603DE2024PTC662949,Delhi,Agriculture,2.174474158727338,0.435341779957907,0.564658220042093,43,2.8859002343898075,1.0
U39965HA2024PTC517000,Haryana,Services,0.8229975459461402,0.4504727735548856,0.5495272264451143,16,0.7080879070836845,1.0
U39340DE2024PTC298761,Delhi,Manufacturing,1.3853064039750596,0.6345177380166837,0.3654822619833164,27,2.3147363183436407,1.0
U80297UT2024PTC778929,Uttar Pradesh,Manufacturing,7.959200538199789,0.6345177380166837,0.3654822619833164,159,19.260026752678893,1.0
U79102WE2024PTC149411,West Bengal,Agriculture,0.2618652435933213,0.435341779957907,0.564658220042093,5,0.363121438610885,1.0
U37254UT2024PTC200148,Uttar Pradesh,Agriculture,0.5019001376876923,0.435341779957907,0.564658220042093,10,0.5212741289597737,1.0
U37160KA2024PTC898638,Karnataka,Agriculture,0.9352647685655998,0.435341779957907,0.564658220042093,18,0.5483757290886199,1.0
U54211BI2024PTC887965,Bihar,Manufacturing,0.9441384639567425,0.6345177380166837,0.3654822619833164,18,0.602421777161006,1.0
U81132UT2024PTC317761,Uttar Pradesh,Agriculture,0.5962938309836249,0.435341779957907,0.564658220042093,11,0.7361412043238621,1.0
U52383GU2024PTC609924,Gujarat,Services,1.7157985363377786,0.4504727735548856,0.5495272264451143,34,1.3890440940365085,1.0
U16358DE2024PTC416539,Delhi,Agriculture,0.9140925053947637,0.435341779957907,0.564658220042093,18,1.6017935355268866,1.0
U42035KA2024PTC265531,Karnataka,Services,1.319913799725517,0.4504727735548856,0.5495272264451143,26,2.3290774444202635,1.0
U51287DE2024PTC330964,Delhi,Agriculture,2.7049179511206143,0.435341779957907,0.564658220042093,54,2.5838176359225464,1.0
U30137TE2024PTC750062,Telangana,Services,14.411092616760833,0.4504727735548856,0.5495272264451143,288,7.712616440229231,1.0
U92017AN2024PTC268594,Andhra Pradesh,Services,1.2300107869590182,0.4504727735548856,0.5495272264451143,24,0.9019721663738344,1.0
U48941HA2024PTC535273,Haryana,Manufacturing,1.0490678709426184,0.6345177380166837,0.3654822619833164,20,1.3541980856359914,1.0
U39689CH2024PTC173588,Chandigarh,Services,0.20603961526115916,0.4504727735548856,0.5495272264451143,4,0.09225907710499562,1.0
U96938KA2024PTC343795,Karnataka,Agriculture,5.603229629099381,0.435341779957907,0.564658220042093,112,7.497610961187292,1.0
U81240MA2024PTC719134,Maharashtra,Services,1.4487746945979505,0.4504727735548856,0.5495272264451143,28,0.7764505594261919,1.0
U67428MA2024PTC405815,Maharashtra,Services,2.090356023022073,0.4504727735548856,0.5495272264451143,41,1.2463319054238877,1.0
U56903AN2024PTC373859,Andhra Pradesh,Agriculture,0.5980328112567599,0.435341779957907,0.564658220042093,11,0.3310184691812683,1.0
U31810DE2024PTC664871,Delhi,Manufacturing,0.8329480612145173,0.6345177380166837,0.3654822619833164,16,0.36369478644317627,1.0
U75719JH2024PTC455641,Jharkhand,Agriculture,0.7293307747283428,0.435341779957907,0.564658220042093,14,1.2004879847567418,1.0
U30706DE2024PTC907748,Delhi,Manufacturing,3.4234301949359796,0.6345177380166837,0.3654822619833164,68,3.2512589751670418,1.0
U46595KE2024PTC946087,Kerala,Services,0.2504361214346474,0.4504727735548856,0.5495272264451143,5,0.13236858156701506,1.0
U12497MA2024PTC113562,Maharashtra,Services,1.9749185282041193,0.4504727735548856,0.5495272264451143,39,1.2148068596276118,1.0
U18757AS2024PTC331311,Assam,Manufacturing,0.3664626988184755,0.6345177380166837,0.3654822619833164,7,0.6013075626804973,1.0
U98195DE2024PTC895450,Delhi,Agriculture,7.939474376906884,0.435341779957907,0.564658220042093,158,5.6072096053318266,1.0
U39277UT2024PTC275149,Uttar Pradesh,Manufacturing,10.018810694164861,0.6345177380166837,0.3654822619833164,200,11.736308913161102,1.0
U92269UT2024PTC542466,Uttar Pradesh,Agriculture,0.6457205018693075,0.435341779957907,0.564658220042093,12,0.46642627119404284,1.0
U93689MA2024PTC789932,Maharashtra,Services,1.354393479152852,0.4504727735548856,0.5495272264451143,27,1.630334758735433,1.0
U52020MA2024PTC734293,Maharashtra,Agriculture,0.8481374791534134,0.435341779957907,0.564658220042093,16,0.455399808906871,1.0
U67264TA2024PTC497386,Tamil Nadu,Services,0.629309195918104,0.4504727735548856,0.5495272264451143,12,0.3096688835306459,1.0
U69449WE2024PTC979634,West Bengal,Manufacturing,0.5610512251069674,0.6345177380166837,0.3654822619833164,11,0.4312925591412906,1.0
U92321DE2024PTC534363,Delhi,Manufacturing,1.586831650312952,0.6345177380166837,0.3654822619833164,31,1.813589484802185,1.0
U54944MA2024PTC911146,Maharashtra,Services,1.0577150351025217,0.4504727735548856,0.5495272264451143,21,0.6804256192804032,1.0
U59294MA2024PTC788071,Maharashtra,Manufacturing,1.1074024271239193,0.6345177380166837,0.3654822619833164,22,0.8002115707547023,1.0
U10220MA2024PTC562992,Madhya Pradesh,Manufacturing,0.8838107463232749,0.6345177380166837,0.3654822619833164,17,0.7685066033065971,1.0
U49769AN2024PTC424093,Andhra Pradesh,Services,4.301823372927721,0.4504727735548856,0.5495272264451143,86,2.6145201179629445,1.0
U87828GU2024PTC521820,Gujarat,Services,1.774755051139189,0.4504727735548856,0.5495272264451143,35,1.0088569490007395,1.0
U26771GU2024PTC868567,Gujarat,Manufacturing,3.1749532922668653,0.6345177380166837,0.3654822619833164,63,2.7949140933459313,1.0
U71182WE2024PTC307831,West Bengal,Services,0.2563656804198849,0.4504727735548856,0.5495272264451143,5,0.3955710462192645,1.0
U42714DE2024PTC916861,Delhi,Services,1.1304301444793237,0.4504727735548856,0.5495272264451143,22,0.6338782207950638,1.0
U48759DE2024PTC559311,Delhi,Agriculture,1.0257015747204727,0.435341779957907,0.564658220042093,20,0.7147617939913306,1.0
U11839DE2024PTC357186,Delhi,Services,0.7620545858724512,0.4504727735548856,0.5495272264451143,15,0.7642399572633627,1.0
U77307MA2024PTC490903,Maharashtra,Agriculture,0.8512845053501596,0.435341779957907,0.564658220042093,17,0.759233217040897,1.0
U34940UT2024PTC714816,Uttar Pradesh,Manufacturing,0.7134836244269127,0.6345177380166837,0.3654822619833164,14,1.1512489987309522,1.0
U17676GU2024PTC994563,Gujarat,Services,1.7321022197202476,0.4504727735548856,0.5495272264451143,34,1.372062314481846,1.0
U93988TA2024PTC247972,Tamil Nadu,Services,0.7087978668769771,0.4504727735548856,0.5495272264451143,14,0.2871831793758163,1.0
U71375RA2024PTC535396,Rajasthan,Services,0.3061042074000174,0.4504727735548856,0.5495272264451143,6,0.13586201128343522,1.0
U76196WE2024PTC742392,West Bengal,Agriculture,0.3345709962038159,0.435341779957907,0.564658220042093,6,0.507405105831049,1.0
U75913MA2024PTC504690,Maharashtra,Manufacturing,1.4473119376222368,0.6345177380166837,0.3654822619833164,28,0.6306453532599013,1.0
U10159RA2024PTC509145,Rajasthan,Services,0.9873352534452084,0.4504727735548856,0.5495272264451143,19,0.7335580262053979,1.0
U46942DE2024PTC495415,Delhi,Agriculture,3.248691372788355,0.435341779957907,0.564658220042093,64,1.51280259410185,1.0
U22980UT2024PTC536575,Uttar Pradesh,Services,0.602619715827174,0.4504727735548856,0.5495272264451143,12,0.4895261767148157,1.0
U56006DE2024PTC761636,Delhi,Services,8.20547430913773,0.4504727735548856,0.5495272264451143,164,7.532855952251023,1.0
U28372TA2024PTC844057,Tamil Nadu,Services,0.6626933097919894,0.4504727735548856,0.5495272264451143,13,0.6236271201616609,1.0
U18168KA2024PTC854529,Karnataka,Agriculture,0.5564939017706275,0.435341779957907,0.564658220042093,11,0.42156667088881966,1.0
U34966MA2024PTC884217,Maharashtra,Manufacturing,7.622154236561249,0.6345177380166837,0.3654822619833164,152,3.0775935011041944,1.0
U14915KE2024PTC794369,Kerala,Services,0.32678561948521817,0.4504727735548856,0.5495272264451143,6,0.1975493466338523,1.0
U58921KA2024PTC361496,Karnataka,Services,0.7642057220455376,0.4504727735548856,0.5495272264451143,15,0.450830920819583,1.0
U74267HA2024PTC574949,Haryana,Services,4.517600013957655,0.4504727735548856,0.5495272264451143,90,5.940374611330131,1.0
U39011TA2024PTC445618,Tamil Nadu,Agriculture,2.008502474094234,0.435341779957907,0.564658220042093,40,1.1983219819960929,1.0
U14047GU2024PTC378659,Gujarat,Services,7.770370048556223,0.4504727735548856,0.5495272264451143,155,2.4059174705855306,1.0
U79215KA2024PTC778097,Karnataka,Services,0.7060213018862748,0.4504727735548856,0.5495272264451143,14,0.8669650267353334,1.0
U94996TA2024PTC522264,Tamil Nadu,Agriculture,3.379650918124127,0.435341779957907,0.564658220042093,67,3.4437371040916793,1.0
U22927UT2024PTC164565,Uttar Pradesh,Services,1.0752462049328937,0.4504727735548856,0.5495272264451143,21,0.6283688629009232,1.0
U44289DE2024PTC545637,Delhi,Services,2.1878191781232124,0.4504727735548856,0.5495272264451143,43,0.936530552621632,1.0
U59592RA2024PTC961901,Rajasthan,Manufacturing,0.40233617706921454,0.6345177380166837,0.3654822619833164,8,0.25593408934068246,1.0
U95311WE2024PTC901268,West Bengal,Manufacturing,0.3134420100435159,0.6345177380166837,0.3654822619833164,6,0.25028981555434565,1.0
U95641KA2024PTC276150,Karnataka,Services,0.8306042997469187,0.4504727735548856,0.5495272264451143,16,0.8945869963878451,1.0
U49543KE2024PTC492818,Kerala,Services,0.3514532948884835,0.4504727735548856,0.5495272264451143,7,0.6836153077515588,1.0
U99080DE2024PTC812387,Delhi,Services,1.7543361328002165,0.4504727735548856,0.5495272264451143,35,1.6407667870075318,1.0
U84931GU2024PTC544255,Gujarat,Manufacturing,2.8654505356966427,0.6345177380166837,0.3654822619833164,57,3.2102649634640232,1.0
U79806WE2024PTC567141,West Bengal,Manufacturing,0.7228433441015387,0.6345177380166837,0.3654822619833164,14,0.26134979719210705,1.0
U87253RA2024PTC988930,Rajasthan,Services,0.877332124442435,0.4504727735548856,0.5495272264451143,17,0.4053271424391688,1.0
U43512DE2024PTC515146,Delhi,Services,1.7547545456380402,0.4504727735548856,0.5495272264451143,35,2.4409322466238805,1.0
U59604BI2024PTC889694,Bihar,Agriculture,0.36284324394421086,0.435341779957907,0.564658220042093,7,0.1507674498106104,1.0
U21213TA2024PTC124129,Tamil Nadu,Services,0.8831687891757358,0.4504727735548856,0.5495272264451143,17,0.4829789929115841,1.0
U76034UT2024PTC865543,Uttar Pradesh,Agriculture,1.5498740912148892,0.435341779957907,0.564658220042093,30,1.50058912161242,1.0
U70606GU2024PTC902956,Gujarat,Agriculture,11.11312906460576,0.435341779957907,0.564658220042093,222,10.727488937128502,1.0
U28098MA2024PTC438692,Maharashtra,Manufacturing,1.3612714595896218,0.6345177380166837,0.3654822619833164,27,0.6885347563724279,1.0
U69811JH2024PTC543043,Jharkhand,Manufacturing,18.139798505887423,0.6345177380166837,0.3654822619833164,362,31.564746496454802,1.0
U46273TE2024PTC687191,Telangana,Services,0.5558411496616176,0.4504727735548856,0.5495272264451143,11,0.252093138492657,1.0
U79138TE2024PTC123059,Telangana,Services,0.5881063439171043,0.4504727735548856,0.5495272264451143,11,0.5465240898707442,1.0
U51877UT2024PTC798142,Uttarakhand,Services,0.3189954285616534,0.4504727735548856,0.5495272264451143,6,0.6147099292917583,1.0
U32888GU2024PTC783758,Gujarat,Services,2.9225350330305346,0.4504727735548856,0.5495272264451143,58,2.7763666350058043,1.0
U20795UT2024PTC711011,Uttar Pradesh,Manufacturing,0.6845509787474667,0.6345177380166837,0.3654822619833164,13,0.24176221152451732,1.0
U93650UT2024PTC177156,Uttar Pradesh,Services,0.6910156896894482,0.4504727735548856,0.5495272264451143,13,0.8828692264309708,1.0
U81512DE2024PTC653520,Delhi,Services,1.1882097753942595,0.4504727735548856,0.5495272264451143,23,0.8655345459570262,1.0
U23284MA2024PTC358106,Maharashtra,Services,1.027345463557358,0.4504727735548856,0.5495272264451143,20,1.1668226514807651,1.0
U72630GU2024PTC988454,Gujarat,Services,1.7399789167463848,0.4504727735548856,0.5495272264451143,34,2.8242288476694806,1.0
U44574DE2024PTC554918,Delhi,Services,11.101244075482514,0.4504727735548856,0.5495272264451143,222,3.97918131165729,1.0
U75139UT2024PTC163683,Uttar Pradesh,Agriculture,1.7495808658156733,0.435341779957907,0.564658220042093,34,1.7453943769256417,1.0
U84081TA2024PTC526924,Tamil Nadu,Services,2.3913185916402067,0.4504727735548856,0.5495272264451143,47,3.5477559793326288,1.0
U17787RA2024PTC824841,Rajasthan,Services,0.4324848793064609,0.4504727735548856,0.5495272264451143,8,0.41331974390786985,1.0
U98978DE2024PTC521934,Delhi,Services,1.0361329225575913,0.4504727735548856,0.5495272264451143,20,1.7639468009097703,1.0
U64000GO2024PTC490452,Goa,Manufacturing,2.28932738257188,0.6345177380166837,0.3654822619833164,45,2.034554769581356,1.0
U18421TE2024PTC570426,Telangana,Services,12.413832326548043,0.4504727735548856,0.5495272264451143,248,23.14827219350274,1.0
U40596RA2024PTC286683,Rajasthan,Services,3.8468506228552672,0.4504727735548856,0.5495272264451143,76,1.3580962722927483,1.0
U96777MA2024PTC948972,Maharashtra,Manufacturing,1.843226083499425,0.6345177380166837,0.3654822619833164,36,2.316716645597028,1.0
U83274MA2024PTC870285,Maharashtra,Services,0.9313651423160169,0.4504727735548856,0.5495272264451143,18,0.21057352246305536,1.0
U79308RA2024PTC812247,Rajasthan,Manufacturing,0.6658909984293573,0.6345177380166837,0.3654822619833164,13,0.6327088564216534,1.0
U22365MA2024PTC741757,Maharashtra,Manufacturing,1.6236460466902314,0.6345177380166837,0.3654822619833164,32,0.7273705949933542,1.0
U86334ME2024PTC795215,Meghalaya,Manufacturing,15.549485976339499,0.6345177380166837,0.3654822619833164,310,18.7298310481915,1.0
U74137MA2024PTC508991,Maharashtra,Services,1.0158088998902988,0.4504727735548856,0.5495272264451143,20,0.6637500205579235,1.0
U77520MA2024PTC733879,Maharashtra,Manufacturing,0.8867291377659267,0.6345177380166837,0.3654822619833164,17,0.7461017544835015,1.0
U48022GU2024PTC690736,Gujarat,Services,2.0282615580528778,0.4504727735548856,0.5495272264451143,40,1.1887193836973668,1.0
U47213DE2024PTC420792,Delhi,Manufacturing,0.8339864851232467,0.6345177380166837,0.3654822619833164,16,1.658061879878699,1.0
U20715KA2024PTC657347,Karnataka,Agriculture,1.3333930470730442,0.435341779957907,0.564658220042093,26,0.9630208996149866,1.0
U66902UT2024PTC574530,Uttar Pradesh,Agriculture,1.896914408286885,0.435341779957907,0.564658220042093,37,0.9868935754142426,1.0
U25223HA2024PTC562029,Haryana,Manufacturing,0.8598900411770978,0.6345177380166837,0.3654822619833164,17,0.32712059256191617,1.0
U64513DE2024PTC416599,Delhi,Services,0.7723216890960205,0.4504727735548856,0.5495272264451143,15,0.39406869752383183,1.0
U62727MA2024PTC635679,Maharashtra,Services,1.0598880403989654,0.4504727735548856,0.5495272264451143,21,0.5086929651575544,1.0
U98512MA2024PTC644997,Maharashtra,Agriculture,1.484596909720624,0.435341779957907,0.564658220042093,29,1.1912235387800623,1.0
U43832DE2024PTC268728,Delhi,Agriculture,1.7472003399521934,0.435341779957907,0.564658220042093,34,1.2200052361251665,1.0
U21655GU2024PTC113111,Gujarat,Services,3.1638655039350163,0.4504727735548856,0.5495272264451143,63,0.8519196276235383,1.0
U36269RA2024PTC162275,Rajasthan,Manufacturing,0.37483442790146226,0.6345177380166837,0.3654822619833164,7,0.24481794957641764,1.0
U74532MA2024PTC249850,Maharashtra,Services,7.028904731237482,0.4504727735548856,0.5495272264451143,140,1.8075026370322314,1.0
U56418HA2024PTC598378,Haryana,Services,0.9562835645297949,0.4504727735548856,0.5495272264451143,19,1.1659884160096068,1.0
U75539MA2024PTC357046,Maharashtra,Manufacturing,1.2643907122243374,0.6345177380166837,0.3654822619833164,25,0.9151756873560856,1.0
U72660WE2024PTC138708,West Bengal,Manufacturing,5.452971715635168,0.6345177380166837,0.3654822619833164,109,2.251296254209234,1.0
U68865TA2024PTC209444,Tamil Nadu,Services,3.2599836809019966,0.4504727735548856,0.5495272264451143,65,2.3053229223761234,1.0
U61129DE2024PTC273506,Delhi,Agriculture,2.8785360349234717,0.435341779957907,0.564658220042093,57,3.767146012649611,1.0
U84858BI2024PTC616976,Bihar,Agriculture,0.33513038817234453,0.435341779957907,0.564658220042093,6,0.23531035618439633,1.0
U35977DE2024PTC945751,Delhi,Agriculture,3.3884889576382324,0.435341779957907,0.564658220042093,67,2.8073369415863314,1.0
U88759TA2024PTC179702,Tamil Nadu,Services,0.8963957661688323,0.4504727735548856,0.5495272264451143,17,1.0983147523643912,1.0
U93670PU2024PTC460449,Puducherry,Services,0.2989799574972179,0.4504727735548856,0.5495272264451143,5,0.17891451112235948,1.0
U84872UT2024PTC781574,Uttar Pradesh,Agriculture,29.64259044686841,0.435341779957907,0.564658220042093,592,15.123778848725749,1.0
U51108MA2024PTC787027,Maharashtra,Services,0.8588138065220929,0.4504727735548856,0.5495272264451143,17,0.44380785773351794,1.0
U30631KA2024PTC713940,Karnataka,Manufacturing,5.2379815575257505,0.6345177380166837,0.3654822619833164,104,6.345880838816384,1.0
U42421MA2024PTC646707,Madhya Pradesh,Services,0.46553814508647984,0.4504727735548856,0.5495272264451143,9,0.41407291311987837,1.0
U53313GU2024PTC167579,Gujarat,Manufacturing,2.5857595945998213,0.6345177380166837,0.3654822619833164,51,2.7045324928062366,1.0
U11702RA2024PTC143889,Rajasthan,Services,0.29422747882578104,0.4504727735548856,0.5495272264451143,5,0.12469841846191004,1.0
U22762DE2024PTC658443,Delhi,Services,5.926052542493909,0.4504727735548856,0.5495272264451143,118,10.94519952379375,1.0
U23382TA2024PTC978624,Tamil Nadu,Agriculture,0.5831199529434731,0.435341779957907,0.564658220042093,11,0.78897024277626,1.0
U39852TA2024PTC752617,Tamil Nadu,Manufacturing,1.4258562372424772,0.6345177380166837,0.3654822619833164,28,0.6711577277055105,1.0
U58843MA2024PTC417122,Maharashtra,Manufacturing,1.7914451874839508,0.6345177380166837,0.3654822619833164,35,1.8545347553294034,1.0
U42130BI2024PTC914700,Bihar,Manufacturing,1.100764006980813,0.6345177380166837,0.3654822619833164,22,0.5519117731668408,1.0
U57898BI2024PTC738917,Bihar,Manufacturing,0.9727288192472343,0.6345177380166837,0.3654822619833164,19,0.3537097973738606,1.0
U56618MA2024PTC912258,Maharashtra,Services,0.7453821160581665,0.4504727735548856,0.5495272264451143,14,0.7286597726956793,1.0
U41995TA2024PTC235534,Tamil Nadu,Services,0.8067843812760687,0.4504727735548856,0.5495272264451143,16,0.7230153633763815,1.0
U44804TA2024PTC319397,Tamil Nadu,Manufacturing,0.7351379827972713,0.6345177380166837,0.3654822619833164,14,0.7840550538984097,1.0
U33173AN2024PTC597639,Andhra Pradesh,Services,8.883893759443767,0.4504727735548856,0.5495272264451143,177,11.315788695262002,1.0
U59689MA2024PTC230090,Maharashtra,Services,2.8060337814741514,0.4504727735548856,0.5495272264451143,56,3.36172538419619,1.0
U69496DE2024PTC981866,Delhi,Services,1.9821280828485226,0.4504727735548856,0.5495272264451143,39,1.6637360294235735,1.0
U82399DE2024PTC380476,Delhi,Manufacturing,1.1005672016383365,0.6345177380166837,0.3654822619833164,22,0.8491606371833796,1.0
U89525TA2024PTC727770,Tamil Nadu,Manufacturing,3.868910960147689,0.6345177380166837,0.3654822619833164,77,5.989008739185056,1.0
U31488MA2024PTC448207,Maharashtra,Services,0.73460244538442,0.4504727735548856,0.5495272264451143,14,0.4949689596579709,1.0
U88483DE2024PTC492468,Delhi,Manufacturing,0.8195227824281395,0.6345177380166837,0.3654822619833164,16,1.127108860789095,1.0
U54209DE2024PTC381376,Delhi,Services,1.9054844949075607,0.4504727735548856,0.5495272264451143,38,0.5688239033488047,1.0
U63685MA2024PTC720809,Maharashtra,Services,1.3794258279196954,0.4504727735548856,0.5495272264451143,27,0.8318697971468201,1.0
U26545CH2024PTC570856,Chandigarh,Agriculture,0.30100740399648673,0.435341779957907,0.564658220042093,6,0.23495371953574357,1.0
U67847DE2024PTC375491,Delhi,Agriculture,1.056223300881063,0.435341779957907,0.564658220042093,21,1.1594486280874088,1.0
U12634MA2024PTC356457,Madhya Pradesh,Services,0.5490738739873396,0.4504727735548856,0.5495272264451143,10,0.6582897155482176,1.0
U15101MA2024PTC711974,Maharashtra,Services,0.853350325003643,0.4504727735548856,0.5495272264451143,17,1.1560996553253287,1.0
